SCENE,GameScene,Level_Root/Hospital/Point light (3),Shadows=Soft,Res=FromQualitySettings
SCENE,GameScene,Level_Root/Hospital/Point light (11),Shadows=Soft,Res=FromQualitySettings
SCENE,GameScene,Level_Root/Hospital/Point light (9),Shadows=Soft,Res=FromQualitySettings
